2026/09/17 23:23:07.041, 22.07 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:08.056, 22.05 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:09.070, 22.07 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:10.084, 22.06 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:11.099, 22.03 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:12.112, 21.95 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:13.128, 3.67 W, 0 %, 47, 0x0000000000000001
2026/09/17 23:23:14.153, 51.79 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:15.165, 79.66 W, 95 %, 54, 0x0000000000000004
2026/09/17 23:23:16.169, 30.97 W, 88 %, 52, 0x0000000000000000
2026/09/17 23:23:17.181, 51.25 W, 49 %, 53, 0x0000000000000000
2026/09/17 23:23:18.196, 79.17 W, 97 %, 53, 0x0000000000000004
2026/09/17 23:23:19.199, 77.65 W, 88 %, 56, 0x0000000000000004
2026/09/17 23:23:20.205, 31.20 W, 77 %, 52, 0x0000000000000000
2026/09/17 23:23:21.218, 31.16 W, 0 %, 52, 0x0000000000000000
2026/09/17 23:23:22.230, 22.25 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:23.243, 22.23 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:24.257, 22.21 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:25.272, 22.16 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:26.286, 22.18 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:27.301, 22.23 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:28.316, 22.13 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:29.330, 22.10 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:30.345, 22.10 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:31.358, 22.08 W, 0 %, 50, 0x0000000000000000
2026/09/17 23:23:32.374, 22.07 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:33.390, 22.12 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:34.405, 22.02 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:35.418, 22.05 W, 0 %, 49, 0x0000000000000000
2026/09/17 23:23:36.432, 11.40 W, 0 %, 49, 0x0000000000000001
2026/09/17 23:23:37.466, 29.46 W, 0 %, 48, 0x0000000000000000
2026/09/17 23:23:38.480, 65.34 W, 29 %, 53, 0x0000000000000004
2026/09/17 23:23:39.483, 75.49 W, 93 %, 56, 0x0000000000000004
2026/09/17 23:23:40.487, 57.68 W, 85 %, 56, 0x0000000000000000
2026/09/17 23:23:41.500, 53.03 W, 87 %, 54, 0x0000000000000000
2026/09/17 23:23:42.514, 52.38 W, 96 %, 55, 0x0000000000000000
2026/09/17 23:23:43.527, 52.89 W, 87 %, 55, 0x0000000000000000
2026/09/17 23:23:44.539, 60.52 W, 100 %, 55, 0x0000000000000004
2026/09/17 23:23:45.542, 52.71 W, 98 %, 55, 0x0000000000000000
2026/09/17 23:23:46.556, 79.08 W, 95 %, 58, 0x0000000000000004
2026/09/17 23:23:47.561, 72.49 W, 84 %, 56, 0x0000000000000004
2026/09/17 23:23:48.564, 76.35 W, 91 %, 58, 0x0000000000000004
2026/09/17 23:23:49.567, 59.07 W, 84 %, 57, 0x0000000000000004
2026/09/17 23:23:50.569, 53.44 W, 96 %, 56, 0x0000000000000000
2026/09/17 23:23:51.582, 76.71 W, 96 %, 59, 0x0000000000000004
2026/09/17 23:23:52.586, 79.41 W, 80 %, 59, 0x0000000000000004
2026/09/17 23:23:53.588, 51.71 W, 82 %, 57, 0x0000000000000000
2026/09/17 23:23:54.601, 61.96 W, 99 %, 57, 0x0000000000000000
2026/09/17 23:23:55.615, 53.50 W, 98 %, 57, 0x0000000000000004
2026/09/17 23:23:56.621, 52.93 W, 96 %, 57, 0x0000000000000000
2026/09/17 23:23:57.633, 83.20 W, 94 %, 59, 0x0000000000000004
2026/09/17 23:23:58.636, 48.11 W, 91 %, 61, 0x0000000000000000
2026/09/17 23:23:59.649, 52.66 W, 82 %, 58, 0x0000000000000000
2026/09/17 23:24:00.661, 53.22 W, 100 %, 58, 0x0000000000000000
2026/09/17 23:24:01.675, 52.51 W, 92 %, 58, 0x0000000000000000
2026/09/17 23:24:02.688, 78.89 W, 95 %, 60, 0x0000000000000004
2026/09/17 23:24:03.691, 81.46 W, 88 %, 61, 0x0000000000000004
2026/09/17 23:24:04.694, 32.05 W, 83 %, 57, 0x0000000000000000
2026/09/17 23:24:05.707, 77.85 W, 18 %, 60, 0x0000000000000004
2026/09/17 23:24:06.710, 32.17 W, 93 %, 58, 0x0000000000000000
2026/09/17 23:24:07.722, 32.02 W, 39 %, 56, 0x0000000000000000
2026/09/17 23:24:08.736, 22.87 W, 0 %, 55, 0x0000000000000000
2026/09/17 23:24:09.751, 22.80 W, 0 %, 55, 0x0000000000000000
2026/09/17 23:24:10.766, 30.36 W, 0 %, 54, 0x0000000000000000
2026/09/17 23:24:11.784, 80.40 W, 97 %, 58, 0x0000000000000004
2026/09/17 23:24:12.871, 52.96 W, 94 %, 59, 0x0000000000000000
2026/09/17 23:24:13.885, 63.18 W, 98 %, 59, 0x0000000000000000
2026/09/17 23:24:14.897, 56.52 W, 96 %, 59, 0x0000000000000000
2026/09/17 23:24:15.911, 77.74 W, 95 %, 61, 0x0000000000000004
2026/09/17 23:24:16.916, 81.32 W, 90 %, 62, 0x0000000000000004
2026/09/17 23:24:17.922, 79.84 W, 83 %, 62, 0x0000000000000004
2026/09/17 23:24:18.929, 32.26 W, 50 %, 58, 0x0000000000000000
2026/09/17 23:24:19.942, 32.30 W, 0 %, 57, 0x0000000000000000
2026/09/17 23:24:20.954, 23.02 W, 0 %, 56, 0x0000000000000000
2026/09/17 23:24:21.968, 23.00 W, 0 %, 56, 0x0000000000000000
2026/09/17 23:24:22.982, 52.27 W, 48 %, 58, 0x0000000000000000
2026/09/17 23:24:23.996, 56.06 W, 99 %, 59, 0x0000000000000000
2026/09/17 23:24:25.008, 81.75 W, 89 %, 62, 0x0000000000000004
2026/09/17 23:24:26.011, 40.08 W, 83 %, 62, 0x0000000000000004
2026/09/17 23:24:27.014, 32.37 W, 6 %, 57, 0x0000000000000000
2026/09/17 23:24:28.027, 62.14 W, 38 %, 60, 0x0000000000000004
2026/09/17 23:24:29.030, 75.75 W, 97 %, 61, 0x0000000000000004
2026/09/17 23:24:30.033, 50.97 W, 80 %, 62, 0x0000000000000000
2026/09/17 23:24:31.045, 70.75 W, 100 %, 60, 0x0000000000000004
2026/09/17 23:24:32.048, 73.11 W, 82 %, 63, 0x0000000000000004
2026/09/17 23:24:33.051, 57.09 W, 74 %, 61, 0x0000000000000000
2026/09/17 23:24:34.064, 54.50 W, 99 %, 61, 0x0000000000000000
2026/09/17 23:24:35.079, 53.59 W, 98 %, 61, 0x0000000000000000
2026/09/17 23:24:36.091, 53.69 W, 99 %, 61, 0x0000000000000000
2026/09/17 23:24:37.105, 80.35 W, 97 %, 61, 0x0000000000000004
2026/09/17 23:24:38.109, 78.71 W, 82 %, 64, 0x0000000000000004
2026/09/17 23:24:39.113, 54.89 W, 90 %, 62, 0x0000000000000000
2026/09/17 23:24:40.127, 53.37 W, 94 %, 61, 0x0000000000000000
2026/09/17 23:24:41.139, 53.03 W, 99 %, 61, 0x0000000000000000
2026/09/17 23:24:42.152, 78.63 W, 87 %, 64, 0x0000000000000004
2026/09/17 23:24:43.154, 76.88 W, 79 %, 64, 0x0000000000000004
2026/09/17 23:24:44.159, 32.66 W, 78 %, 65, 0x0000000000000000
2026/09/17 23:24:45.172, 54.00 W, 69 %, 62, 0x0000000000000000
2026/09/17 23:24:46.184, 77.60 W, 91 %, 64, 0x0000000000000004
2026/09/17 23:24:47.187, 53.84 W, 68 %, 62, 0x0000000000000000
2026/09/17 23:24:48.200, 53.25 W, 99 %, 63, 0x0000000000000000
2026/09/17 23:24:49.213, 53.59 W, 98 %, 62, 0x0000000000000000
2026/09/17 23:24:50.225, 54.45 W, 100 %, 62, 0x0000000000000000
2026/09/17 23:24:51.239, 77.17 W, 100 %, 62, 0x0000000000000004
2026/09/17 23:24:52.242, 81.20 W, 82 %, 65, 0x0000000000000004
2026/09/17 23:24:53.246, 59.36 W, 82 %, 65, 0x0000000000000004
2026/09/17 23:24:54.249, 54.32 W, 99 %, 63, 0x0000000000000000
2026/09/17 23:24:55.263, 53.18 W, 86 %, 64, 0x0000000000000000
2026/09/17 23:24:56.275, 75.12 W, 90 %, 65, 0x0000000000000004
2026/09/17 23:24:57.279, 33.05 W, 37 %, 61, 0x0000000000000000
2026/09/17 23:24:58.291, 53.98 W, 24 %, 60, 0x0000000000000000
2026/09/17 23:24:59.304, 53.20 W, 95 %, 64, 0x0000000000000000
2026/09/17 23:25:00.319, 59.06 W, 100 %, 62, 0x0000000000000004
2026/09/17 23:25:01.321, 53.62 W, 97 %, 62, 0x0000000000000000
2026/09/17 23:25:02.336, 78.55 W, 92 %, 65, 0x0000000000000004
2026/09/17 23:25:03.342, 54.61 W, 83 %, 63, 0x0000000000000000
2026/09/17 23:25:04.355, 79.64 W, 86 %, 65, 0x0000000000000004
2026/09/17 23:25:05.358, 53.51 W, 75 %, 63, 0x0000000000000000
2026/09/17 23:25:06.372, 53.45 W, 95 %, 63, 0x0000000000000000
2026/09/17 23:25:07.385, 53.38 W, 91 %, 63, 0x0000000000000000
2026/09/17 23:25:08.397, 78.27 W, 96 %, 65, 0x0000000000000004
2026/09/17 23:25:09.400, 53.33 W, 81 %, 63, 0x0000000000000000
2026/09/17 23:25:10.414, 79.92 W, 94 %, 65, 0x0000000000000004
2026/09/17 23:25:11.421, 82.48 W, 88 %, 65, 0x0000000000000004
2026/09/17 23:25:12.427, 76.66 W, 90 %, 66, 0x0000000000000004
2026/09/17 23:25:13.433, 55.39 W, 82 %, 66, 0x0000000000000004
2026/09/17 23:25:14.436, 33.05 W, 18 %, 61, 0x0000000000000000
2026/09/17 23:25:15.451, 23.72 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:25:16.465, 52.63 W, 55 %, 62, 0x0000000000000000
2026/09/17 23:25:17.479, 75.01 W, 90 %, 65, 0x0000000000000004
2026/09/17 23:25:18.482, 54.48 W, 61 %, 63, 0x0000000000000000
2026/09/17 23:25:19.495, 32.61 W, 90 %, 61, 0x0000000000000000
2026/09/17 23:25:20.509, 32.86 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:25:21.521, 23.62 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:25:22.538, 23.55 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:25:23.551, 23.43 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:25:24.566, 56.72 W, 5 %, 59, 0x0000000000000000
2026/09/17 23:25:25.579, 53.61 W, 99 %, 62, 0x0000000000000004
2026/09/17 23:25:26.582, 53.51 W, 94 %, 62, 0x0000000000000000
2026/09/17 23:25:27.596, 72.09 W, 99 %, 62, 0x0000000000000004
2026/09/17 23:25:28.601, 78.69 W, 85 %, 65, 0x0000000000000004
2026/09/17 23:25:29.604, 41.81 W, 81 %, 65, 0x0000000000000004
2026/09/17 23:25:30.607, 32.47 W, 25 %, 60, 0x0000000000000000
2026/09/17 23:25:31.620, 77.64 W, 0 %, 60, 0x0000000000000004
2026/09/17 23:25:32.623, 78.09 W, 87 %, 64, 0x0000000000000004
2026/09/17 23:25:33.626, 52.40 W, 84 %, 64, 0x0000000000000000
2026/09/17 23:25:34.639, 76.04 W, 99 %, 62, 0x0000000000000004
2026/09/17 23:25:35.642, 71.98 W, 90 %, 63, 0x0000000000000004
2026/09/17 23:25:36.645, 67.99 W, 85 %, 65, 0x0000000000000004
2026/09/17 23:25:37.650, 52.85 W, 91 %, 63, 0x0000000000000000
2026/09/17 23:25:38.663, 79.74 W, 90 %, 66, 0x0000000000000004
2026/09/17 23:25:39.666, 32.74 W, 58 %, 61, 0x0000000000000000
2026/09/17 23:25:40.679, 32.58 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:25:41.693, 23.61 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:25:42.707, 53.30 W, 38 %, 62, 0x0000000000000000
2026/09/17 23:25:43.722, 53.35 W, 99 %, 62, 0x0000000000000000
2026/09/17 23:25:44.734, 50.93 W, 100 %, 62, 0x0000000000000000
2026/09/17 23:25:45.749, 76.54 W, 99 %, 63, 0x0000000000000004
2026/09/17 23:25:46.754, 78.11 W, 98 %, 64, 0x0000000000000004
2026/09/17 23:25:47.775, 80.81 W, 80 %, 66, 0x0000000000000004
2026/09/17 23:25:48.778, 50.98 W, 82 %, 65, 0x0000000000000004
2026/09/17 23:25:49.782, 52.73 W, 96 %, 63, 0x0000000000000000
2026/09/17 23:25:50.794, 75.46 W, 96 %, 63, 0x0000000000000004
2026/09/17 23:25:51.797, 66.39 W, 94 %, 63, 0x0000000000000004
2026/09/17 23:25:52.800, 52.92 W, 98 %, 63, 0x0000000000000000
2026/09/17 23:25:53.813, 81.14 W, 91 %, 66, 0x0000000000000004
2026/09/17 23:25:54.817, 51.21 W, 82 %, 64, 0x0000000000000000
2026/09/17 23:25:55.830, 53.16 W, 94 %, 63, 0x0000000000000000
2026/09/17 23:25:56.842, 74.72 W, 96 %, 65, 0x0000000000000004
2026/09/17 23:25:57.845, 67.61 W, 89 %, 65, 0x0000000000000004
2026/09/17 23:25:58.850, 81.52 W, 86 %, 66, 0x0000000000000004
2026/09/17 23:25:59.853, 37.28 W, 80 %, 63, 0x0000000000000000
2026/09/17 23:26:00.865, 32.76 W, 24 %, 61, 0x0000000000000000
2026/09/17 23:26:01.880, 53.24 W, 27 %, 63, 0x0000000000000000
2026/09/17 23:26:02.892, 76.78 W, 93 %, 66, 0x0000000000000004
2026/09/17 23:26:03.896, 79.77 W, 82 %, 66, 0x0000000000000004
2026/09/17 23:26:04.901, 53.28 W, 77 %, 64, 0x0000000000000000
2026/09/17 23:26:05.913, 80.03 W, 96 %, 66, 0x0000000000000004
2026/09/17 23:26:06.916, 32.88 W, 73 %, 62, 0x0000000000000000
2026/09/17 23:26:07.930, 53.91 W, 0 %, 63, 0x0000000000000000
2026/09/17 23:26:08.943, 53.69 W, 76 %, 64, 0x0000000000000000
2026/09/17 23:26:09.956, 53.14 W, 92 %, 64, 0x0000000000000000
2026/09/17 23:26:10.969, 75.89 W, 87 %, 67, 0x0000000000000004
2026/09/17 23:26:11.974, 70.04 W, 83 %, 64, 0x0000000000000004
2026/09/17 23:26:12.977, 53.43 W, 97 %, 64, 0x0000000000000000
2026/09/17 23:26:13.991, 65.53 W, 88 %, 64, 0x0000000000000004
2026/09/17 23:26:14.994, 53.58 W, 99 %, 64, 0x0000000000000000
2026/09/17 23:26:16.007, 82.14 W, 91 %, 66, 0x0000000000000004
2026/09/17 23:26:17.011, 32.86 W, 83 %, 63, 0x0000000000000000
2026/09/17 23:26:18.023, 53.88 W, 11 %, 63, 0x0000000000000000
2026/09/17 23:26:19.035, 58.64 W, 72 %, 64, 0x0000000000000000
2026/09/17 23:26:20.048, 53.83 W, 98 %, 64, 0x0000000000000000
2026/09/17 23:26:21.061, 83.48 W, 94 %, 67, 0x0000000000000004
2026/09/17 23:26:22.064, 76.36 W, 83 %, 67, 0x0000000000000004
2026/09/17 23:26:23.067, 33.04 W, 54 %, 62, 0x0000000000000000
2026/09/17 23:26:24.079, 25.69 W, 0 %, 62, 0x0000000000000000
2026/09/17 23:26:25.093, 23.78 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:26:26.107, 23.65 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:26:27.123, 23.58 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:26:28.138, 52.75 W, 20 %, 63, 0x0000000000000000
2026/09/17 23:26:29.151, 79.53 W, 99 %, 64, 0x0000000000000004
2026/09/17 23:26:30.154, 32.71 W, 90 %, 63, 0x0000000000000000
2026/09/17 23:26:31.166, 32.67 W, 17 %, 61, 0x0000000000000000
2026/09/17 23:26:32.181, 52.96 W, 11 %, 63, 0x0000000000000000
2026/09/17 23:26:33.194, 52.95 W, 100 %, 63, 0x0000000000000000
2026/09/17 23:26:34.208, 82.65 W, 99 %, 63, 0x0000000000000004
2026/09/17 23:26:35.211, 80.59 W, 88 %, 66, 0x0000000000000004
2026/09/17 23:26:36.219, 78.52 W, 86 %, 64, 0x0000000000000004
2026/09/17 23:26:37.224, 57.89 W, 91 %, 66, 0x0000000000000004
2026/09/17 23:26:38.227, 32.85 W, 48 %, 62, 0x0000000000000000
2026/09/17 23:26:39.240, 23.71 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:26:40.254, 23.66 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:26:41.269, 23.56 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:26:42.283, 23.56 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:26:43.298, 23.50 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:26:44.312, 23.45 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:26:45.329, 23.39 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:26:46.344, 23.39 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:26:47.358, 51.10 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:26:48.372, 52.83 W, 57 %, 63, 0x0000000000000004
2026/09/17 23:26:49.376, 78.94 W, 96 %, 65, 0x0000000000000004
2026/09/17 23:26:50.380, 32.44 W, 68 %, 60, 0x0000000000000000
2026/09/17 23:26:51.394, 79.44 W, 27 %, 65, 0x0000000000000004
2026/09/17 23:26:52.399, 53.75 W, 90 %, 63, 0x0000000000000000
2026/09/17 23:26:53.411, 59.00 W, 82 %, 63, 0x0000000000000000
2026/09/17 23:26:54.424, 53.35 W, 98 %, 63, 0x0000000000000004
2026/09/17 23:26:55.431, 53.43 W, 95 %, 63, 0x0000000000000000
2026/09/17 23:26:56.444, 67.97 W, 93 %, 63, 0x0000000000000004
2026/09/17 23:26:57.447, 53.05 W, 99 %, 63, 0x0000000000000000
2026/09/17 23:26:58.460, 81.57 W, 96 %, 65, 0x0000000000000004
2026/09/17 23:26:59.463, 77.50 W, 81 %, 66, 0x0000000000000004
2026/09/17 23:27:00.467, 54.01 W, 82 %, 62, 0x0000000000000000
2026/09/17 23:27:01.479, 79.67 W, 53 %, 66, 0x0000000000000004
2026/09/17 23:27:02.482, 32.96 W, 91 %, 62, 0x0000000000000000
2026/09/17 23:27:03.495, 32.73 W, 31 %, 61, 0x0000000000000000
2026/09/17 23:27:04.509, 32.15 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:27:05.522, 53.10 W, 30 %, 63, 0x0000000000000000
2026/09/17 23:27:06.536, 77.76 W, 100 %, 66, 0x0000000000000004
2026/09/17 23:27:07.541, 32.79 W, 78 %, 61, 0x0000000000000000
2026/09/17 23:27:08.554, 53.26 W, 0 %, 63, 0x0000000000000004
2026/09/17 23:27:09.557, 71.12 W, 66 %, 66, 0x0000000000000004
2026/09/17 23:27:10.560, 32.73 W, 67 %, 61, 0x0000000000000000
2026/09/17 23:27:11.572, 23.63 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:27:12.586, 23.57 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:13.599, 52.75 W, 8 %, 62, 0x0000000000000000
2026/09/17 23:27:14.613, 60.15 W, 98 %, 65, 0x0000000000000000
2026/09/17 23:27:15.626, 65.27 W, 92 %, 63, 0x0000000000000004
2026/09/17 23:27:16.629, 52.93 W, 99 %, 63, 0x0000000000000000
2026/09/17 23:27:17.643, 73.83 W, 99 %, 63, 0x0000000000000004
2026/09/17 23:27:18.646, 74.99 W, 93 %, 63, 0x0000000000000004
2026/09/17 23:27:19.651, 76.62 W, 90 %, 66, 0x0000000000000004
2026/09/17 23:27:20.655, 49.49 W, 83 %, 64, 0x0000000000000004
2026/09/17 23:27:21.657, 79.30 W, 94 %, 66, 0x0000000000000004
2026/09/17 23:27:22.661, 32.72 W, 84 %, 64, 0x0000000000000000
2026/09/17 23:27:23.673, 32.86 W, 43 %, 61, 0x0000000000000000
2026/09/17 23:27:24.687, 23.68 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:27:25.701, 23.57 W, 0 %, 60, 0x0000000000000000
2026/09/17 23:27:26.716, 23.61 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:27.730, 23.52 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:28.746, 23.46 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:29.760, 23.50 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:30.774, 23.50 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:31.787, 23.47 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:32.801, 53.21 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:27:33.815, 61.02 W, 97 %, 62, 0x0000000000000000
2026/09/17 23:27:34.830, 53.85 W, 100 %, 62, 0x0000000000000000
2026/09/17 23:27:35.843, 78.31 W, 83 %, 65, 0x0000000000000004
2026/09/17 23:27:36.846, 51.15 W, 84 %, 63, 0x0000000000000000
2026/09/17 23:27:37.858, 79.56 W, 92 %, 65, 0x0000000000000004
2026/09/17 23:27:38.861, 32.53 W, 57 %, 61, 0x0000000000000000
2026/09/17 23:27:39.873, 32.66 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:27:40.886, 79.75 W, 54 %, 65, 0x0000000000000004
2026/09/17 23:27:41.889, 32.79 W, 47 %, 61, 0x0000000000000000
2026/09/17 23:27:42.902, 79.90 W, 88 %, 65, 0x0000000000000004
2026/09/17 23:27:43.905, 31.95 W, 72 %, 62, 0x0000000000000000
2026/09/17 23:27:44.917, 32.78 W, 0 %, 61, 0x0000000000000000
2026/09/17 23:27:45.931, 23.60 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:46.945, 23.47 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:47.961, 23.42 W, 0 %, 59, 0x0000000000000000
2026/09/17 23:27:48.975, 23.49 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:49.990, 23.37 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:51.004, 23.42 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:52.018, 23.48 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:53.032, 23.44 W, 0 %, 58, 0x0000000000000000
2026/09/17 23:27:54.045, 23.34 W, 0 %, 58, 0x0000000000000000
